Equipment ID;Date of Inspection;Pos;Component/Function;Inspection Type;Fieldworker Name;Notes
HCK_EQ003;02/10/2023;G;Steam pressure and temperature;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;02/10/2023;H;Pressure limiter;O;Bob;Safety valve adjusted
HCK_EQ003;02/10/2023;I;Temperature limiter;O;Bob;No issues found during inspection
HCK_EQ003;02/10/2023;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;02/10/2023;K;Safety system;O;Diana;Routine check with no anomalies
HCK_EQ003;02/10/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Water quality within acceptable range
HCK_EQ003;02/10/2023;M;Steam pressure and temperature regulators;O;Alice;Calibration performed successfully
HCK_EQ003;02/10/2023;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;02/10/2023;P;Combustion system;O;Charlie;No issues found during inspection
HCK_EQ001;02/12/2023;A;Safety devices against overpressure (safety valves);O;Bob;Temperature sensor replaced
HCK_EQ001;02/12/2023;D;Valves;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/12/2023;E;Feedwater regulation;O;Diana;Leak detected and sealed
HCK_EQ001;02/12/2023;F;Low-level limiter;O;Bob;Calibration performed successfully
HCK_EQ001;02/12/2023;G;Steam pressure and temperature;O;Diana;Temperature sensor replaced
HCK_EQ001;02/12/2023;H;Pressure limiter;O;Diana;Calibration performed successfully
HCK_EQ001;02/12/2023;I;Temperature limiter;O;Charlie;Pressure valve replaced
HCK_EQ001;02/12/2023;J;Water quality devices;O;Diana;Water quality within acceptable range
HCK_EQ001;02/12/2023;K;Safety system;O;Alice;Routine check with no anomalies
HCK_EQ001;02/12/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Temperature sensor replaced
HCK_EQ001;02/12/2023;M;Steam pressure and temperature regulators;O;Diana;No issues found during inspection
HCK_EQ001;02/12/2023;N;Feedwater system;O;Charlie;Leak detected and sealed
HCK_EQ001;02/12/2023;P;Combustion system;O;Diana;Safety valve adjusted
HCK_EQ003;02/13/2023;A;Safety devices against overpressure (safety valves);O;Bob;Leak detected and sealed
HCK_EQ003;02/13/2023;D;Valves;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/13/2023;E;Feedwater regulation;O;Charlie;Pressure valve replaced
HCK_EQ003;02/13/2023;F;Low-level limiter;O;Charlie;Pressure valve replaced
HCK_EQ003;02/13/2023;G;Steam pressure and temperature;O;Bob;Routine check with no anomalies
HCK_EQ003;02/13/2023;H;Pressure limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/13/2023;I;Temperature limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/13/2023;J;Water quality devices;O;Diana;Safety valve adjusted
HCK_EQ003;02/13/2023;K;Safety system;O;Charlie;Water quality within acceptable range
HCK_EQ003;02/13/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Routine check with no anomalies
HCK_EQ003;02/13/2023;M;Steam pressure and temperature regulators;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/13/2023;N;Feedwater system;O;Alice;Temperature sensor replaced
HCK_EQ003;02/13/2023;P;Combustion system;O;Bob;Temperature sensor replaced
HCK_EQ001;02/15/2023;A;Safety devices against overpressure (safety valves);O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/15/2023;D;Valves;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/15/2023;E;Feedwater regulation;O;Diana;Calibration performed successfully
HCK_EQ001;02/15/2023;F;Low-level limiter;O;Bob;Temperature sensor replaced
HCK_EQ001;02/15/2023;G;Steam pressure and temperature;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/15/2023;H;Pressure limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/15/2023;I;Temperature limiter;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;02/15/2023;J;Water quality devices;O;Charlie;No issues found during inspection
HCK_EQ001;02/15/2023;K;Safety system;O;Charlie;Leak detected and sealed
HCK_EQ001;02/15/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Minor corrosion detected on lower flange
HCK_EQ001;02/15/2023;M;Steam pressure and temperature regulators;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;02/15/2023;N;Feedwater system;O;Bob;Temperature sensor replaced
HCK_EQ001;02/15/2023;P;Combustion system;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/16/2023;A;Safety devices against overpressure (safety valves);O;Alice;Routine check with no anomalies
HCK_EQ003;02/16/2023;D;Valves;O;Alice;No issues found during inspection
HCK_EQ003;02/16/2023;E;Feedwater regulation;O;Bob;Temperature sensor replaced
HCK_EQ003;02/16/2023;F;Low-level limiter;O;Charlie;Pressure valve replaced
HCK_EQ003;02/16/2023;G;Steam pressure and temperature;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/16/2023;H;Pressure limiter;O;Alice;Safety valve adjusted
HCK_EQ003;02/16/2023;I;Temperature limiter;O;Bob;Safety valve adjusted
HCK_EQ003;02/16/2023;J;Water quality devices;O;Charlie;Water quality within acceptable range
HCK_EQ003;02/16/2023;K;Safety system;O;Diana;Pressure valve replaced
HCK_EQ003;02/16/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Calibration performed successfully
HCK_EQ003;02/16/2023;M;Steam pressure and temperature regulators;O;Charlie;Safety valve adjusted
HCK_EQ003;02/16/2023;N;Feedwater system;O;Alice;Routine check with no anomalies
HCK_EQ003;02/16/2023;P;Combustion system;O;Bob;Feedwater pump maintenance completed
HCK_EQ001;02/18/2023;A;Safety devices against overpressure (safety valves);O;Diana;Calibration performed successfully
HCK_EQ001;02/18/2023;D;Valves;O;Bob;Water quality within acceptable range
HCK_EQ001;02/18/2023;E;Feedwater regulation;O;Diana;Feedwater pump maintenance completed
HCK_EQ001;02/18/2023;F;Low-level limiter;O;Alice;Calibration performed successfully
HCK_EQ001;02/18/2023;G;Steam pressure and temperature;O;Bob;Pressure valve replaced
HCK_EQ001;02/18/2023;H;Pressure limiter;O;Diana;Calibration performed successfully
HCK_EQ001;02/18/2023;I;Temperature limiter;O;Diana;Temperature sensor replaced
HCK_EQ001;02/18/2023;J;Water quality devices;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/18/2023;K;Safety system;O;Bob;Water quality within acceptable range
HCK_EQ001;02/18/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Temperature sensor replaced
HCK_EQ001;02/18/2023;M;Steam pressure and temperature regulators;O;Diana;Leak detected and sealed
HCK_EQ001;02/18/2023;N;Feedwater system;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/18/2023;P;Combustion system;O;Bob;Leak detected and sealed
HCK_EQ003;02/19/2023;A;Safety devices against overpressure (safety valves);O;Bob;Minor corrosion detected on lower flange
HCK_EQ003;02/19/2023;D;Valves;O;Diana;Calibration performed successfully
HCK_EQ003;02/19/2023;E;Feedwater regulation;O;Alice;No issues found during inspection
HCK_EQ003;02/19/2023;F;Low-level limiter;O;Alice;Routine check with no anomalies
HCK_EQ003;02/19/2023;G;Steam pressure and temperature;O;Diana;Minor corrosion detected on lower flange
HCK_EQ003;02/19/2023;H;Pressure limiter;O;Diana;Calibration performed successfully
HCK_EQ003;02/19/2023;I;Temperature limiter;O;Diana;No issues found during inspection
HCK_EQ003;02/19/2023;J;Water quality devices;O;Bob;Temperature sensor replaced
HCK_EQ003;02/19/2023;K;Safety system;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/19/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Pressure valve replaced
HCK_EQ003;02/19/2023;M;Steam pressure and temperature regulators;O;Alice;Water quality within acceptable range
HCK_EQ003;02/19/2023;N;Feedwater system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/19/2023;P;Combustion system;O;Bob;Safety valve adjusted
HCK_EQ001;02/21/2023;A;Safety devices against overpressure (safety valves);O;Alice;Temperature sensor replaced
HCK_EQ001;02/21/2023;D;Valves;O;Bob;Temperature sensor replaced
HCK_EQ001;02/21/2023;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/21/2023;F;Low-level limiter;O;Alice;Safety valve adjusted
HCK_EQ001;02/21/2023;G;Steam pressure and temperature;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/21/2023;H;Pressure limiter;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;02/21/2023;I;Temperature limiter;O;Diana;Safety valve adjusted
HCK_EQ001;02/21/2023;J;Water quality devices;O;Alice;Safety valve adjusted
HCK_EQ001;02/21/2023;K;Safety system;O;Charlie;Pressure valve replaced
HCK_EQ001;02/21/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Alice;Pressure valve replaced
HCK_EQ001;02/21/2023;M;Steam pressure and temperature regulators;O;Alice;No issues found during inspection
HCK_EQ001;02/21/2023;N;Feedwater system;O;Charlie;Leak detected and sealed
HCK_EQ001;02/21/2023;P;Combustion system;O;Alice;Minor corrosion detected on lower flange
HCK_EQ003;02/22/2023;A;Safety devices against overpressure (safety valves);O;Bob;Safety valve adjusted
HCK_EQ003;02/22/2023;D;Valves;O;Diana;Safety valve adjusted
HCK_EQ003;02/22/2023;E;Feedwater regulation;O;Bob;Leak detected and sealed
HCK_EQ003;02/22/2023;F;Low-level limiter;O;Charlie;Leak detected and sealed
HCK_EQ003;02/22/2023;G;Steam pressure and temperature;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/22/2023;H;Pressure limiter;O;Alice;Pressure valve replaced
HCK_EQ003;02/22/2023;I;Temperature limiter;O;Bob;Temperature sensor replaced
HCK_EQ003;02/22/2023;J;Water quality devices;O;Charlie;Temperature sensor replaced
HCK_EQ003;02/22/2023;K;Safety system;O;Alice;Water quality within acceptable range
HCK_EQ003;02/22/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Water quality within acceptable range
HCK_EQ003;02/22/2023;M;Steam pressure and temperature regulators;O;Diana;No issues found during inspection
HCK_EQ003;02/22/2023;N;Feedwater system;O;Bob;Routine check with no anomalies
HCK_EQ003;02/22/2023;P;Combustion system;O;Charlie;Calibration performed successfully
HCK_EQ001;02/24/2023;A;Safety devices against overpressure (safety valves);O;Diana;Leak detected and sealed
HCK_EQ001;02/24/2023;D;Valves;O;Diana;Safety valve adjusted
HCK_EQ001;02/24/2023;E;Feedwater regulation;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;02/24/2023;F;Low-level limiter;O;Bob;Routine check with no anomalies
HCK_EQ001;02/24/2023;G;Steam pressure and temperature;O;Charlie;Leak detected and sealed
HCK_EQ001;02/24/2023;H;Pressure limiter;O;Charlie;Pressure valve replaced
HCK_EQ001;02/24/2023;I;Temperature limiter;O;Charlie;Routine check with no anomalies
HCK_EQ001;02/24/2023;J;Water quality devices;O;Alice;Minor corrosion detected on lower flange
HCK_EQ001;02/24/2023;K;Safety system;O;Diana;Water quality within acceptable range
HCK_EQ001;02/24/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Bob;Safety valve adjusted
HCK_EQ001;02/24/2023;M;Steam pressure and temperature regulators;O;Diana;Leak detected and sealed
HCK_EQ001;02/24/2023;N;Feedwater system;O;Charlie;Temperature sensor replaced
HCK_EQ001;02/24/2023;P;Combustion system;O;Alice;Water quality within acceptable range
HCK_EQ003;02/25/2023;A;Safety devices against overpressure (safety valves);O;Diana;Temperature sensor replaced
HCK_EQ003;02/25/2023;D;Valves;O;Bob;Safety valve adjusted
HCK_EQ003;02/25/2023;E;Feedwater regulation;O;Alice;Feedwater pump maintenance completed
HCK_EQ003;02/25/2023;F;Low-level limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;02/25/2023;G;Steam pressure and temperature;O;Bob;Temperature sensor replaced
HCK_EQ003;02/25/2023;H;Pressure limiter;O;Diana;Water quality within acceptable range
HCK_EQ003;02/25/2023;I;Temperature limiter;O;Alice;Routine check with no anomalies
HCK_EQ003;02/25/2023;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;02/25/2023;K;Safety system;O;Diana;Pressure valve replaced
HCK_EQ003;02/25/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Water quality within acceptable range
HCK_EQ003;02/25/2023;M;Steam pressure and temperature regulators;O;Alice;Leak detected and sealed
HCK_EQ003;02/25/2023;N;Feedwater system;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;02/25/2023;P;Combustion system;O;Diana;Leak detected and sealed
HCK_EQ001;02/27/2023;A;Safety devices against overpressure (safety valves);O;Diana;Leak detected and sealed
HCK_EQ001;02/27/2023;D;Valves;O;Bob;Routine check with no anomalies
HCK_EQ001;02/27/2023;E;Feedwater regulation;O;Diana;Safety valve adjusted
HCK_EQ001;02/27/2023;F;Low-level limiter;O;Charlie;Calibration performed successfully
HCK_EQ001;02/27/2023;G;Steam pressure and temperature;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;02/27/2023;H;Pressure limiter;O;Diana;Minor corrosion detected on lower flange
HCK_EQ001;02/27/2023;I;Temperature limiter;O;Bob;Calibration performed successfully
HCK_EQ001;02/27/2023;J;Water quality devices;O;Bob;Leak detected and sealed
HCK_EQ001;02/27/2023;K;Safety system;O;Charlie;Leak detected and sealed
HCK_EQ001;02/27/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Safety valve adjusted
HCK_EQ001;02/27/2023;M;Steam pressure and temperature regulators;O;Alice;Water quality within acceptable range
HCK_EQ001;02/27/2023;N;Feedwater system;O;Bob;Pressure valve replaced
HCK_EQ001;02/27/2023;P;Combustion system;O;Bob;Water quality within acceptable range
HCK_EQ003;02/28/2023;A;Safety devices against overpressure (safety valves);O;Bob;Water quality within acceptable range
HCK_EQ003;02/28/2023;D;Valves;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ003;02/28/2023;E;Feedwater regulation;O;Alice;Water quality within acceptable range
HCK_EQ003;02/28/2023;F;Low-level limiter;O;Alice;No issues found during inspection
HCK_EQ003;02/28/2023;G;Steam pressure and temperature;O;Alice;Water quality within acceptable range
HCK_EQ003;02/28/2023;H;Pressure limiter;O;Charlie;Safety valve adjusted
HCK_EQ003;02/28/2023;I;Temperature limiter;O;Alice;Routine check with no anomalies
HCK_EQ003;02/28/2023;J;Water quality devices;O;Diana;No issues found during inspection
HCK_EQ003;02/28/2023;K;Safety system;O;Diana;Pressure valve replaced
HCK_EQ003;02/28/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Calibration performed successfully
HCK_EQ003;02/28/2023;M;Steam pressure and temperature regulators;O;Bob;No issues found during inspection
HCK_EQ003;02/28/2023;N;Feedwater system;O;Bob;Feedwater pump maintenance completed
HCK_EQ003;02/28/2023;P;Combustion system;O;Diana;Pressure valve replaced
HCK_EQ001;03/02/2023;A;Safety devices against overpressure (safety valves);O;Charlie;No issues found during inspection
HCK_EQ001;03/02/2023;D;Valves;O;Charlie;Safety valve adjusted
HCK_EQ001;03/02/2023;E;Feedwater regulation;O;Charlie;No issues found during inspection
HCK_EQ001;03/02/2023;F;Low-level limiter;O;Bob;Calibration performed successfully
HCK_EQ001;03/02/2023;G;Steam pressure and temperature;O;Alice;Temperature sensor replaced
HCK_EQ001;03/02/2023;H;Pressure limiter;O;Charlie;Calibration performed successfully
HCK_EQ001;03/02/2023;I;Temperature limiter;O;Diana;Temperature sensor replaced
HCK_EQ001;03/02/2023;J;Water quality devices;O;Charlie;Minor corrosion detected on lower flange
HCK_EQ001;03/02/2023;K;Safety system;O;Alice;Feedwater pump maintenance completed
HCK_EQ001;03/02/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Diana;Temperature sensor replaced
HCK_EQ001;03/02/2023;M;Steam pressure and temperature regulators;O;Bob;Safety valve adjusted
HCK_EQ001;03/02/2023;N;Feedwater system;O;Diana;Temperature sensor replaced
HCK_EQ001;03/02/2023;P;Combustion system;O;Charlie;Water quality within acceptable range
HCK_EQ003;03/03/2023;A;Safety devices against overpressure (safety valves);O;Alice;Safety valve adjusted
HCK_EQ003;03/03/2023;D;Valves;O;Diana;Leak detected and sealed
HCK_EQ003;03/03/2023;E;Feedwater regulation;O;Alice;Calibration performed successfully
HCK_EQ003;03/03/2023;F;Low-level limiter;O;Charlie;Water quality within acceptable range
HCK_EQ003;03/03/2023;G;Steam pressure and temperature;O;Charlie;Leak detected and sealed
HCK_EQ003;03/03/2023;H;Pressure limiter;O;Diana;Feedwater pump maintenance completed
HCK_EQ003;03/03/2023;I;Temperature limiter;O;Diana;Leak detected and sealed
HCK_EQ003;03/03/2023;J;Water quality devices;O;Alice;Safety valve adjusted
HCK_EQ003;03/03/2023;K;Safety system;O;Alice;Pressure valve replaced
HCK_EQ003;03/03/2023;L;Pressure parts and accessories (tubes, manholes, flanges, gaskets, etc.);O;Charlie;Feedwater pump maintenance completed
HCK_EQ003;03/03/2023;M;Steam pressure and temperature regulators;O;Alice;Safety valve adjusted
HCK_EQ003;03/03/2023;N;Feedwater system;O;Alice;No issues found during inspection
HCK_EQ003;03/03/2023;P;Combustion system;O;Charlie;Pressure valve replaced
HCK_EQ001;03/05/2023;A;Safety devices against overpressure (safety valves);O;Bob;Water quality within acceptable range
